Sr_No,Date,Startup_Name,Industry_Vertical,SubVertical,City,Investors_Name,InvestmentnType,Amount_in_USD,Remarks
200,2018-06-13,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed/ Angel Funding,450000.0,
201,2018-06-14,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,4800000.0,
202,2018-06-18,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000000.0,
203,2018-06-18,Elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Seed/ Angel Funding,1700000.0,
204,2018-06-19,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed/ Angel Funding,,
205,2018-06-20,Drip capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,15000000.0,
206,2018-06-25,Sqqrl,Finance,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,1000000.0,
207,2018-06-26,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,8950000.0,
208,2018-06-26,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,19000000.0,
209,2018-06-27,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,4500000.0,
210,2018-06-28,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,Speciale Invest & Others,Seed/ Angel Funding,1100000.0,
211,2018-06-28,Edureka,Ed-Tech,Online Education Platform,Bengaluru,Leo Capital,Seed/ Angel Funding,2000000.0,
212,2018-06-29,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,Shiva Gunapu & Others,Seed/ Angel Funding,,
213,2018-05-02,OpenTap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,450000.0,
214,2018-05-03,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed / Angel Funding,2500000.0,
215,2018-05-09,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed / Angel Funding,1000000.0,
216,2018-05-16,mfine,Healthcare,Doctor-Consultation App,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,4200000.0,
217,2018-05-21,Rocketium,Technology,Online Video Creation Platform,Bengaluru,Blume ventures,Seed/ Angel Funding,300000.0,
218,2018-05-21,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,7000000.0,
219,2018-05-22,Vola,Finance,Micro Lending Platform,Bengaluru,Credika and unnamed angel investors,Seed/ Angel Funding,500000.0,
220,2018-05-23,Edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,RS Shanbag,Seed/ Angel Funding,735000.0,
221,2018-05-23,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,2000000.0,
222,2018-05-24,Smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Seed/ Angel Funding,2000000.0,
223,2018-05-24,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Seed/ Angel Funding,293000.0,
224,2018-05-28,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed/ Angel Funding,200000.0,
225,2018-05-29,Tonetag,Technology,Mobile Payments Technology Platform,Bengaluru,Amazon Inc. and Mastercard,Private Equity,8000000.0,
226,2018-05-30,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,14000000.0,
227,2018-04-02,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed / Angel Funding,307600.0,
228,2018-04-02,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed / Angel Funding,,
229,2018-04-04,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,55000000.0,
230,2018-04-05,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed / Angel Funding,150000.0,
231,2018-04-05,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity,10000000.0,
232,2018-04-09,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed / Angel Funding,2800000.0,
233,2018-04-09,Elemential,Technology,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Seed / Angel Funding,,
234,2018-04-09,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,,Seed / Angel Funding,46140.0,
235,2018-04-10,Loanzen,Finance,Digital Lending Platform In Logistics,Bengaluru,Kae Capital Management,Seed / Angel Funding,,
236,2018-04-12,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed / Angel Funding,1000000.0,
237,2018-04-12,AyeFinance,Finance,Online Lending Platform,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,4600000.0,
238,2018-04-13,mintifi,Finance,Online Lending Platform,Mumbai,Lok Capital,Seed / Angel Funding,2000000.0,
239,2018-04-16,Pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bengaluru,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Seed / Angel Funding,,
240,2018-04-19,mamaearth,Healthcare,Online Baby care Products,Gurugram,Shilpa Shetty Kundra,Private Equity,,
241,2018-04-19,Fyle Technologies,Technology,AI Based Expense Management Platform,Bengaluru,Pravega Ventures and Beenext,Seed / Angel Funding,1100000.0,
242,2018-04-19,True Balance,Technology,Mobile Balance Checking App,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,23000000.0,
243,2018-04-22,Visit,Healthcare,AI Driven Health tech Platform,Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",Private Equity,,
244,2018-04-22,Doxper,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,Seed / Angel Funding,1900000.0,
245,2018-04-23,Mihuru,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,,Seed / Angel Funding,150000.0,
246,2018-04-23,Capital Float,Finance,Online Lending Platform,Bengaluru,Amazon,Private Equity,22000000.0,
247,2018-04-26,POPxo,Technology,Women Focussed Digital Media Platform,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,5500000.0,
248,2018-04-30,MyLoanCare,Finance,B2C Online Loans Marketplace,Gurgaon,SAR Group,Seed / Angel Funding,978000.0,
249,2018-03-01,Urban Ladder,E-Commerce,Online Furniture Store,Bengaluru,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,12000000.0,
250,2018-03-04,Gramophone,Technology,Agri-tech,Indore,InfoEdge,Seed/Angel Funding,1000000.0,
251,2018-03-05,Wellthy,Healthcare,Therapeutics,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity,2100000.0,
252,2018-03-05,MedGenome,Healthcare,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bengaluru,"HDFC Life, HDFC Asset Management",Private Equity,10000000.0,
253,2018-03-05,Hotelogix,Technology,Cloud based Online Hotel Management Software,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Private Equity,5000000.0,
254,2018-03-06,Ad2pro,Technology,"Creative Design, Brand, Media and Technology Platform Solutions",Chennai,Avendus Finance Pvt. Ltd,Debt Funding,9700000.0,
255,2018-03-13,PineLabs,Technology,Digital Payment Platform,Mumbai,"Actis, Altimeter Capital",Private Equity,82000000.0,
256,2018-03-19,Karma Healthcare,Healthcare,Technology enabled equitable healthcare for India,Udaipur,"1Crowd, Ankur Capital",Seed / Angel Funding,500000.0,
257,2018-03-19,Zappfresh,Food & Beverages,Online Raw Meat E-tailer,Gurugram,"Amit Burman, SIDBI Venture Capital",Seed / Angel Funding,3000000.0,
258,2018-03-19,CustomerSucessBox,Technology,Customer Success Software for B2B SaaS,Gurugram,"Pi Ventures, Axilor Ventures",Seed / Angel Funding,1000000.0,
259,2018-03-22,Chargebee,Technology,Subscription Billing & Recurring Payments Software,Chennai,"Insight Venture Partners, Accel Partners and Tiger Global Management.",Private Equity,18000000.0,
260,2018-03-22,Slang Labs,Technology,Voice-based assistant platform,Bengaluru,Endiya Partners,Seed / Angel Funding,1240000.0,
261,2018-03-22,UrbanPiper,Technology,Online ordering solution for restaurants and food chains,Bengaluru,"Kumar Vembu, Axilor Ventures",Seed / Angel Funding,,
262,2018-03-28,Roadcast,Technology,Fleet management and asset monitoring platform,Delhi,,Private Equity,250000.0,
263,2018-03-28,Smartcoin,Finance,Micro lending company,Bengaluru,"Accion Venture Lab, Unicorn India Ventures and ISME ACE.",Seed / Angel Funding,2000000.0,
264,2018-03-27,The Print,Media,News portal,Delhi,Ratan Tata,Seed / Angel Funding,535000.0,
265,2018-03-27,DriveU,Technology,Professional Car Drivers Hiring App,Bengaluru,Amit Singhal and Unitus Seed Fund,Private Equity,3000000.0,
266,2018-02-01,Zomato,Food and Beverages,Food Ordering and Restaurant Discovery,Gurugram,Ant Financials,Private Equity,200000000.0,
267,2018-02-05,Pratilipi,Publishing,E-Publishing,Bengaluru,Omidyar Network,Private Equity,4300000.0,
268,2018-02-05,Asia Institute Of Medical Science,Healthcare,Super-specialty Hospital,Faridabad,CDC Group Plc,Private Equity,21000000.0,
269,2018-02-06,Healthi,Healthcare,Preventive Health Checkup,Bengaluru,Montane Ventures,Private Equity,3100000.0,
270,2018-02-07,Swiggy,Food and Beverages,Online Food Delivery,Bengaluru,Naspers,Private Equity,100000000.0,
271,2018-02-08,Shape,Healthcare,"Online Portal for Diet,fitness and Beauty",Pune,Sandeep Mathur,Seed / Angle Funding,100000000.0,
272,2018-02-09,healthifyme,Healthcare,Mobile Weight Loss Coach,Bengaluru,Sistema Asia Fund,Private Equity,12000000.0,
273,2018-02-09,MedTel,Healthcare,Virtual health clinics,Bhubaneswar,British and Indian Governments,Private Equity,,
274,2018-02-09,WebEngage,Technology,Marketing Cloud for consumer businesses,Mumbai,Social Capital,Private Equity,,
275,2018-02-12,Lendingkart,Finance,Online Lending Platform,Bengaluru,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,87000000.0,
276,2018-02-12,Cashify,E-Commerce,Online Selling,Gurugram,Trifecta Capital,Debt Funding,935089.0,
277,2018-02-13,holachef,Food and Beverages,Online Food Delivery,Mumbai,Ashok Kumar Gajera,Seed / Angle Funding,311200.0,
278,2018-02-13,Awaaz De,Technology,Mobile Solutions for Social Impact,Ahmedabad,Tribe Impact Capital LLP,Seed / Angle Funding,,
279,2018-02-13,IMAX Program,Ed-Tech,Individualised Progressive Learning Program,Bengaluru,"Michael & Susan Dell Foundation, LGT Impact Ventures",Private Equity,13500000.0,
280,2018-02-14,Littlemore,Ed-Tech,Online Education Platform,Chennai,Kalpavriksh,Private Equity,3000000.0,
281,2018-02-14,Toppr,Ed-Tech,Online Education Platform,Mumbai,Axis Capital Partners,Private Equity,100000.0,
282,2018-02-14,Shirsa Labs,Ed-Tech,Integrated Kids Engagement Company,Mumbai,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",Private Equity,500000.0,
283,2018-02-14,MoneyOnMobile,Technology,mobile payment platform,Mumbai,S7 Group,Private Equity,5000000.0,
284,2018-02-15,Infibeam,E-Commerce,Online Retailing,Ahemadabad,Network 18,Private Equity,6230000.0,
285,2018-02-16,happay,Finance,Expense Management,Bengaluru,Sequoia and Jerry Yang,Seed / Angel Funding,250000.0,
286,2018-02-16,Fincash,Finance,Fin-Tech,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed / Angel Funding,150000.0,
287,2018-02-19,AyeFinance,Finance,Online Lending,Gurugram,"Hinduja Leyland Finance, IntelleGrow",Private Equity,3800000.0,
288,2018-02-20,Agricxlab,Agriculture,Agri-tech,Mumbai,Ankur Capital,Seed / Angel Funding,500000.0,
289,2018-02-21,Udaan,E-Commerce,B2B Marketplace,Bengaluru,Lightspeed & Yuri Milner,Private Equity,50000000.0,
290,2018-02-21,Capillary,IT,SaaS,Bengaluru,"Wargburg Pincus, Sequoia",Private Equity,20000000.0,
291,2018-02-21,The Healthy Billions,Healthcare,Analytics,Gurugram,"Blume Ventures, HealthQuad and Fireside Ventures",Private Equity,2100000.0,
292,2018-02-21,HighRadius,Technology,Cloud-based Software,Hyderabad,"PNC, Citi Ventures",Private Equity,,
293,2018-02-26,Avishkaar Box,Ed-Tech,Education,Delhi,Auxano Deals,Private Equity,772500.0,
294,2018-02-26,Planys Technologies,Technology,Robotic InspectionStartup,Chennai,"Kris Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal",Private Equity,1040000.0,
295,2018-02-27,Lollypop,Technology,Digital Design,Bengaluru,Dr Devi Shetty,Seed / Angel Funding,,
296,2018-02-27,Trilyo,Technology,AI platform for hospitality industry,Mumbai,"Startup Buddy,Amit Manocha and others",Seed / Angel Funding,250000.0,
297,2018-02-28,Gaana,Technology,Online Music Streaming,Gurugram,"Tencent Holdings Ltd, Times Internet",Private Equity,115000000.0,
298,2018-02-28,Credy,IT,SaaS,Bengaluru,"Y Combinator, Khosla Ventures, Vy Capital and others",Seed / Angel Funding,1400000.0,
299,2018-02-28,Predible Health,Healthcare,Cancer radiology,Bengaluru,Unitus Seed Fund,Seed/Angel Funding,,
300,2018-01-02,CleverTap,Technology,Mobile App Analytics,Mumbai,"Recruit Holdings, Sequoia Capital India, Accel Partners",Angel / Seed Funding,,
301,2018-01-04,EarlySalary,Finance,Online Lending,Pune,Eight Roads Ventures India,Private,15700000.0,
302,2018-01-05,WOTU,E-commerce,Food and Beverages,Bengaluru,"Claris Capital, Mumbai Angels Network",Angel / Seed Funding,,
303,2018-01-08,DAAKI,E-commerce,Sports Nutrition Supplement etailer,Bengaluru,Rohan Agila,Angel / Seed Funding,,
304,2018-01-09,Lendingkart,Finance,Online Lending,Ahmedabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,4700000.0,
305,2018-01-09,Kinsane Entertainment Inc,Entertainment,Digital Entertainment for Children,Mumbai,,Seed/Angel Funding,2500000.0,
306,2018-01-10,Tapzo,Technology,Personal Assistant,Bengaluru,RuNet & Other,Private Equity,1930000.0,
307,2018-01-10,Appario Retail Pvt Ltd.,E-commerce,Retail,Delhi,Amazon-Patni JV,Private Equity,18840000.0,
308,2018-01-10,Samunnati,Finance,Agricultural Loan,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,23500000.0,
309,2018-01-10,Sahajanand Medical Technologies,Technology,Medical Devices,Surat,Morgan Stanley Private Equity Asia,Private Equity,36230000.0,
310,2018-01-12,Kuants,Technology,Algorithmic Trading,Gurgaon,"Pankaj Chopra, Ankush Gupta",Angel / Seed Funding,80000.0,
311,2018-01-12,Razorpay,Technology,Payment Gateway,Bengaluru,"Tiger Global, Y Combinator",Private Equity,20000000.0,
312,2018-01-15,Streak,Technology,Algorithmic Trading,Bengaluru,"Indian fintech fund, Rainmatter",Angel / Seed Funding,354600.0,
313,2018-01-15,pi Ventures,Finance,Venture Capital,Bengaluru,"Sunil Kant Munjal, Hero Electronix\\xe2\\x80\\x99s corporate financing arm, Electronic Development Fund",Private Equity,25000000.0,
314,2018-01-15,Newgen Software,Technology,IT,New Delhi,"Goldman Sachs, hedge fund & Others",Private Equity,20000000.0,
315,2018-01-17,Rubix,Technology,Education,Pune,Polaris Fund,Private Equity,1000000.0,
316,2018-01-18,ShareChat,Technology,Social,Bengaluru,"Xiaomi Singapore, Shunwei Capital",Private Equity,18200000.0,
317,2018-01-22,Paperflite,Technology,IT,Chennai,The Chennai Angels,Angel / Seed Funding,400000.0,
318,2018-01-22,Skillate,Technology,Artificial Intellegence,Bengaluru,"Incubate Fund India, Anuj Agrawal",Private Equity,,
319,2018-01-22,OptaCredit,Finance,Alternative Lending,Chennai,DMI Finance,Private Equity,4000000.0,
320,2018-01-22,AEON Learning,Technology,Education,Bengaluru,Dr. Ranjan Pai,Private Equity,3200000.0,
321,2018-01-23,Milkbasket,E-commerce,Online Grocery,Gurugram,Unilever Ventures,Private Equity,3000000.0,
322,2018-01-24,NeoGrowth Credit,Finance,Digital Lending,Mumbai,"LeapFrog Investments, Aspada Investment, Quona Capital",Private Equity,47000000.0,
323,2018-01-24,Rao IIT Academy,Education,Coaching Services,Mumbai,Avendus Finance,Structured Debt,8600000.0,
324,2018-01-24,Aye Finance,Finance,Online Lending,Gurugram,IFMR Capital,Term Loan,6240000.0,
325,2018-01-25,Glassic,Ecommerce,Eyewear,Bengaluru,"Chennai Angels, Lead Angels, LetsVenture",Angel / Seed Funding,,
326,2018-01-25,GreyAtom,Technology,Education,Mumbai,Pravega Ventures,Private Equity,1000000.0,
327,2018-01-26,Axio,Healthcare,Hemostatic Dressing Solutions,Bengaluru,RNT Capital,Private Equity,7400000.0,
328,2018-01-29,eKincare,Healthcare,Technology,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy",Private Equity,1500000.0,
329,2018-01-29,The Wedding Brigade,Consumer internet,Online Services,Mumbai,Blume Ventures,Private Equity,1000000.0,
330,2018-01-30,PeeSafe,Healthcare,Hygiene,Gurugram,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.",Private Equity,1000000.0,
331,2018-01-30,BrowserStack,Technology,Browser Testing,Mumbai,Accel Partners,Private Equity,50000000.0,
332,2018-01-30,Scapic,Technology,Virtual Reality,Bengaluru,"Axilor Ventures, Newfort Capital",Angel / Seed Funding,500000.0,
333,2018-01-30,MoneyOnMobile,Technology,Mobile Payment Platform,Mumbai,Undisclosed Investors,Private Equity,7600000.0,
334,2018-01-30,CureFit,Healthcare,Fitness,Bengaluru,"HDFC Bank, Axis Bank",Debt Funding,10000000.0,
335,2018-01-31,iNurture,Technology,Education Solutions,Bengaluru,Ventureast,Private Equity,4400000.0,
336,2017-12-01,Strata Enviro,Technology,IoT based air pollution controller,Mumbai,Scale Minds,Private Equity,,
337,2017-12-05,Dunzo,Technology,Daily Task Management Mobile App,Bangalore,Google,Private Equity,12300000.0,
